operation_id,work_order_id,sequence,machine_id,processing_time_min,planned_start,planned_end,provenance,seed_operation_id,generation_seed
DT-WO-01248-OP-004,DT-WO-01248,4,M-01,25,2026-07-31T04:36:00+00:00,2026-07-31T05:01:00+00:00,synthetic_digital_twin_from_p0_sample,OP-P0-002-10,20260713
DT-WO-01248-OP-005,DT-WO-01248,5,M-03,60,2026-07-31T04:39:00+00:00,2026-07-31T05:39:00+00:00,synthetic_digital_twin_from_p0_sample,OP-P0-002-20,20260713
DT-WO-01248-OP-006,DT-WO-01248,6,M-04,90,2026-07-31T04:42:00+00:00,2026-07-31T06:12:00+00:00,synthetic_digital_twin_from_p0_sample,OP-P0-003-10,20260713
DT-WO-01248-OP-007,DT-WO-01248,7,M-04,90,2026-07-31T04:45:00+00:00,2026-07-31T06:15:00+00:00,synthetic_digital_twin_from_p0_sample,OP-P0-SYNTHETIC-EXT-01,20260713
DT-WO-01249-OP-001,DT-WO-01249,1,M-01,30,2026-07-31T04:48:00+00:00,2026-07-31T05:18:00+00:00,synthetic_digital_twin_from_p0_sample,OP-P0-001-10,20260713
DT-WO-01249-OP-002,DT-WO-01249,2,M-03,60,2026-07-31T04:51:00+00:00,2026-07-31T05:51:00+00:00,synthetic_digital_twin_from_p0_sample,OP-P0-001-20,20260713
DT-WO-01249-OP-003,DT-WO-01249,3,M-06,20,2026-07-31T04:54:00+00:00,2026-07-31T05:14:00+00:00,synthetic_digital_twin_from_p0_sample,OP-P0-001-30,20260713
DT-WO-01249-OP-004,DT-WO-01249,4,M-01,25,2026-07-31T04:57:00+00:00,2026-07-31T05:22:00+00:00,synthetic_digital_twin_from_p0_sample,OP-P0-002-10,20260713
DT-WO-01249-OP-005,DT-WO-01249,5,M-03,60,2026-07-31T05:00:00+00:00,2026-07-31T06:00:00+00:00,synthetic_digital_twin_from_p0_sample,OP-P0-002-20,20260713
DT-WO-01249-OP-006,DT-WO-01249,6,M-04,90,2026-07-31T05:03:00+00:00,2026-07-31T06:33:00+00:00,synthetic_digital_twin_from_p0_sample,OP-P0-003-10,20260713
DT-WO-01249-OP-007,DT-WO-01249,7,M-04,90,2026-07-31T05:06:00+00:00,2026-07-31T06:36:00+00:00,synthetic_digital_twin_from_p0_sample,OP-P0-SYNTHETIC-EXT-01,20260713
DT-WO-01250-OP-001,DT-WO-01250,1,M-01,30,2026-07-31T05:09:00+00:00,2026-07-31T05:39:00+00:00,synthetic_digital_twin_from_p0_sample,OP-P0-001-10,20260713
DT-WO-01250-OP-002,DT-WO-01250,2,M-03,60,2026-07-31T05:12:00+00:00,2026-07-31T06:12:00+00:00,synthetic_digital_twin_from_p0_sample,OP-P0-001-20,20260713
DT-WO-01250-OP-003,DT-WO-01250,3,M-06,20,2026-07-31T05:15:00+00:00,2026-07-31T05:35:00+00:00,synthetic_digital_twin_from_p0_sample,OP-P0-001-30,20260713
DT-WO-01250-OP-004,DT-WO-01250,4,M-01,25,2026-07-31T05:18:00+00:00,2026-07-31T05:43:00+00:00,synthetic_digital_twin_from_p0_sample,OP-P0-002-10,20260713
DT-WO-01250-OP-005,DT-WO-01250,5,M-03,60,2026-07-31T05:21:00+00:00,2026-07-31T06:21:00+00:00,synthetic_digital_twin_from_p0_sample,OP-P0-002-20,20260713
DT-WO-01250-OP-006,DT-WO-01250,6,M-04,90,2026-07-31T05:24:00+00:00,2026-07-31T06:54:00+00:00,synthetic_digital_twin_from_p0_sample,OP-P0-003-10,20260713
DT-WO-01250-OP-007,DT-WO-01250,7,M-04,90,2026-07-31T05:27:00+00:00,2026-07-31T06:57:00+00:00,synthetic_digital_twin_from_p0_sample,OP-P0-SYNTHETIC-EXT-01,20260713
DT-WO-01251-OP-001,DT-WO-01251,1,M-01,30,2026-07-31T05:30:00+00:00,2026-07-31T06:00:00+00:00,synthetic_digital_twin_from_p0_sample,OP-P0-001-10,20260713
DT-WO-01251-OP-002,DT-WO-01251,2,M-03,60,2026-07-31T05:33:00+00:00,2026-07-31T06:33:00+00:00,synthetic_digital_twin_from_p0_sample,OP-P0-001-20,20260713
DT-WO-01251-OP-003,DT-WO-01251,3,M-06,20,2026-07-31T05:36:00+00:00,2026-07-31T05:56:00+00:00,synthetic_digital_twin_from_p0_sample,OP-P0-001-30,20260713
DT-WO-01251-OP-004,DT-WO-01251,4,M-01,25,2026-07-31T05:39:00+00:00,2026-07-31T06:04:00+00:00,synthetic_digital_twin_from_p0_sample,OP-P0-002-10,20260713
DT-WO-01251-OP-005,DT-WO-01251,5,M-03,60,2026-07-31T05:42:00+00:00,2026-07-31T06:42:00+00:00,synthetic_digital_twin_from_p0_sample,OP-P0-002-20,20260713
DT-WO-01251-OP-006,DT-WO-01251,6,M-04,90,2026-07-31T05:45:00+00:00,2026-07-31T07:15:00+00:00,synthetic_digital_twin_from_p0_sample,OP-P0-003-10,20260713
DT-WO-01251-OP-007,DT-WO-01251,7,M-04,90,2026-07-31T05:48:00+00:00,2026-07-31T07:18:00+00:00,synthetic_digital_twin_from_p0_sample,OP-P0-SYNTHETIC-EXT-01,20260713
DT-WO-01252-OP-001,DT-WO-01252,1,M-01,30,2026-07-31T05:51:00+00:00,2026-07-31T06:21:00+00:00,synthetic_digital_twin_from_p0_sample,OP-P0-001-10,20260713
DT-WO-01252-OP-002,DT-WO-01252,2,M-03,60,2026-07-31T05:54:00+00:00,2026-07-31T06:54:00+00:00,synthetic_digital_twin_from_p0_sample,OP-P0-001-20,20260713
DT-WO-01252-OP-003,DT-WO-01252,3,M-06,20,2026-07-31T05:57:00+00:00,2026-07-31T06:17:00+00:00,synthetic_digital_twin_from_p0_sample,OP-P0-001-30,20260713
DT-WO-01252-OP-004,DT-WO-01252,4,M-01,25,2026-07-31T06:00:00+00:00,2026-07-31T06:25:00+00:00,synthetic_digital_twin_from_p0_sample,OP-P0-002-10,20260713
DT-WO-01252-OP-005,DT-WO-01252,5,M-03,60,2026-07-31T06:03:00+00:00,2026-07-31T07:03:00+00:00,synthetic_digital_twin_from_p0_sample,OP-P0-002-20,20260713
DT-WO-01252-OP-006,DT-WO-01252,6,M-04,90,2026-07-31T06:06:00+00:00,2026-07-31T07:36:00+00:00,synthetic_digital_twin_from_p0_sample,OP-P0-003-10,20260713
DT-WO-01252-OP-007,DT-WO-01252,7,M-04,90,2026-07-31T06:09:00+00:00,2026-07-31T07:39:00+00:00,synthetic_digital_twin_from_p0_sample,OP-P0-SYNTHETIC-EXT-01,20260713
DT-WO-01253-OP-001,DT-WO-01253,1,M-01,30,2026-07-31T06:12:00+00:00,2026-07-31T06:42:00+00:00,synthetic_digital_twin_from_p0_sample,OP-P0-001-10,20260713
DT-WO-01253-OP-002,DT-WO-01253,2,M-03,60,2026-07-31T06:15:00+00:00,2026-07-31T07:15:00+00:00,synthetic_digital_twin_from_p0_sample,OP-P0-001-20,20260713
DT-WO-01253-OP-003,DT-WO-01253,3,M-06,20,2026-07-31T06:18:00+00:00,2026-07-31T06:38:00+00:00,synthetic_digital_twin_from_p0_sample,OP-P0-001-30,20260713
DT-WO-01253-OP-004,DT-WO-01253,4,M-01,25,2026-07-31T06:21:00+00:00,2026-07-31T06:46:00+00:00,synthetic_digital_twin_from_p0_sample,OP-P0-002-10,20260713
DT-WO-01253-OP-005,DT-WO-01253,5,M-03,60,2026-07-31T06:24:00+00:00,2026-07-31T07:24:00+00:00,synthetic_digital_twin_from_p0_sample,OP-P0-002-20,20260713
DT-WO-01253-OP-006,DT-WO-01253,6,M-04,90,2026-07-31T06:27:00+00:00,2026-07-31T07:57:00+00:00,synthetic_digital_twin_from_p0_sample,OP-P0-003-10,20260713
DT-WO-01253-OP-007,DT-WO-01253,7,M-04,90,2026-07-31T06:30:00+00:00,2026-07-31T08:00:00+00:00,synthetic_digital_twin_from_p0_sample,OP-P0-SYNTHETIC-EXT-01,20260713
DT-WO-01254-OP-001,DT-WO-01254,1,M-01,30,2026-07-31T06:33:00+00:00,2026-07-31T07:03:00+00:00,synthetic_digital_twin_from_p0_sample,OP-P0-001-10,20260713
DT-WO-01254-OP-002,DT-WO-01254,2,M-03,60,2026-07-31T06:36:00+00:00,2026-07-31T07:36:00+00:00,synthetic_digital_twin_from_p0_sample,OP-P0-001-20,20260713
DT-WO-01254-OP-003,DT-WO-01254,3,M-06,20,2026-07-31T06:39:00+00:00,2026-07-31T06:59:00+00:00,synthetic_digital_twin_from_p0_sample,OP-P0-001-30,20260713
DT-WO-01254-OP-004,DT-WO-01254,4,M-01,25,2026-07-31T06:42:00+00:00,2026-07-31T07:07:00+00:00,synthetic_digital_twin_from_p0_sample,OP-P0-002-10,20260713
DT-WO-01254-OP-005,DT-WO-01254,5,M-03,60,2026-07-31T06:45:00+00:00,2026-07-31T07:45:00+00:00,synthetic_digital_twin_from_p0_sample,OP-P0-002-20,20260713
DT-WO-01254-OP-006,DT-WO-01254,6,M-04,90,2026-07-31T06:48:00+00:00,2026-07-31T08:18:00+00:00,synthetic_digital_twin_from_p0_sample,OP-P0-003-10,20260713
DT-WO-01254-OP-007,DT-WO-01254,7,M-04,90,2026-07-31T06:51:00+00:00,2026-07-31T08:21:00+00:00,synthetic_digital_twin_from_p0_sample,OP-P0-SYNTHETIC-EXT-01,20260713
DT-WO-01255-OP-001,DT-WO-01255,1,M-01,30,2026-07-31T06:54:00+00:00,2026-07-31T07:24:00+00:00,synthetic_digital_twin_from_p0_sample,OP-P0-001-10,20260713
DT-WO-01255-OP-002,DT-WO-01255,2,M-03,60,2026-07-31T06:57:00+00:00,2026-07-31T07:57:00+00:00,synthetic_digital_twin_from_p0_sample,OP-P0-001-20,20260713
DT-WO-01255-OP-003,DT-WO-01255,3,M-06,20,2026-07-31T07:00:00+00:00,2026-07-31T07:20:00+00:00,synthetic_digital_twin_from_p0_sample,OP-P0-001-30,20260713
DT-WO-01255-OP-004,DT-WO-01255,4,M-01,25,2026-07-31T07:03:00+00:00,2026-07-31T07:28:00+00:00,synthetic_digital_twin_from_p0_sample,OP-P0-002-10,20260713
DT-WO-01255-OP-005,DT-WO-01255,5,M-03,60,2026-07-31T07:06:00+00:00,2026-07-31T08:06:00+00:00,synthetic_digital_twin_from_p0_sample,OP-P0-002-20,20260713
DT-WO-01255-OP-006,DT-WO-01255,6,M-04,90,2026-07-31T07:09:00+00:00,2026-07-31T08:39:00+00:00,synthetic_digital_twin_from_p0_sample,OP-P0-003-10,20260713
DT-WO-01255-OP-007,DT-WO-01255,7,M-04,90,2026-07-31T07:12:00+00:00,2026-07-31T08:42:00+00:00,synthetic_digital_twin_from_p0_sample,OP-P0-SYNTHETIC-EXT-01,20260713
DT-WO-01256-OP-001,DT-WO-01256,1,M-01,30,2026-07-31T07:15:00+00:00,2026-07-31T07:45:00+00:00,synthetic_digital_twin_from_p0_sample,OP-P0-001-10,20260713
DT-WO-01256-OP-002,DT-WO-01256,2,M-03,60,2026-07-31T07:18:00+00:00,2026-07-31T08:18:00+00:00,synthetic_digital_twin_from_p0_sample,OP-P0-001-20,20260713
DT-WO-01256-OP-003,DT-WO-01256,3,M-06,20,2026-07-31T07:21:00+00:00,2026-07-31T07:41:00+00:00,synthetic_digital_twin_from_p0_sample,OP-P0-001-30,20260713
DT-WO-01256-OP-004,DT-WO-01256,4,M-01,25,2026-07-31T07:24:00+00:00,2026-07-31T07:49:00+00:00,synthetic_digital_twin_from_p0_sample,OP-P0-002-10,20260713
DT-WO-01256-OP-005,DT-WO-01256,5,M-03,60,2026-07-31T07:27:00+00:00,2026-07-31T08:27:00+00:00,synthetic_digital_twin_from_p0_sample,OP-P0-002-20,20260713
DT-WO-01256-OP-006,DT-WO-01256,6,M-04,90,2026-07-31T07:30:00+00:00,2026-07-31T09:00:00+00:00,synthetic_digital_twin_from_p0_sample,OP-P0-003-10,20260713
DT-WO-01256-OP-007,DT-WO-01256,7,M-04,90,2026-07-31T07:33:00+00:00,2026-07-31T09:03:00+00:00,synthetic_digital_twin_from_p0_sample,OP-P0-SYNTHETIC-EXT-01,20260713
DT-WO-01257-OP-001,DT-WO-01257,1,M-01,30,2026-07-31T07:36:00+00:00,2026-07-31T08:06:00+00:00,synthetic_digital_twin_from_p0_sample,OP-P0-001-10,20260713
DT-WO-01257-OP-002,DT-WO-01257,2,M-03,60,2026-07-31T07:39:00+00:00,2026-07-31T08:39:00+00:00,synthetic_digital_twin_from_p0_sample,OP-P0-001-20,20260713
DT-WO-01257-OP-003,DT-WO-01257,3,M-06,20,2026-07-31T07:42:00+00:00,2026-07-31T08:02:00+00:00,synthetic_digital_twin_from_p0_sample,OP-P0-001-30,20260713
DT-WO-01257-OP-004,DT-WO-01257,4,M-01,25,2026-07-31T07:45:00+00:00,2026-07-31T08:10:00+00:00,synthetic_digital_twin_from_p0_sample,OP-P0-002-10,20260713
DT-WO-01257-OP-005,DT-WO-01257,5,M-03,60,2026-07-31T07:48:00+00:00,2026-07-31T08:48:00+00:00,synthetic_digital_twin_from_p0_sample,OP-P0-002-20,20260713
DT-WO-01257-OP-006,DT-WO-01257,6,M-04,90,2026-07-31T07:51:00+00:00,2026-07-31T09:21:00+00:00,synthetic_digital_twin_from_p0_sample,OP-P0-003-10,20260713
DT-WO-01257-OP-007,DT-WO-01257,7,M-04,90,2026-07-31T07:54:00+00:00,2026-07-31T09:24:00+00:00,synthetic_digital_twin_from_p0_sample,OP-P0-SYNTHETIC-EXT-01,20260713
DT-WO-01258-OP-001,DT-WO-01258,1,M-01,30,2026-07-31T07:57:00+00:00,2026-07-31T08:27:00+00:00,synthetic_digital_twin_from_p0_sample,OP-P0-001-10,20260713
DT-WO-01258-OP-002,DT-WO-01258,2,M-03,60,2026-07-31T08:00:00+00:00,2026-07-31T09:00:00+00:00,synthetic_digital_twin_from_p0_sample,OP-P0-001-20,20260713
DT-WO-01258-OP-003,DT-WO-01258,3,M-06,20,2026-07-31T08:03:00+00:00,2026-07-31T08:23:00+00:00,synthetic_digital_twin_from_p0_sample,OP-P0-001-30,20260713
DT-WO-01258-OP-004,DT-WO-01258,4,M-01,25,2026-07-31T08:06:00+00:00,2026-07-31T08:31:00+00:00,synthetic_digital_twin_from_p0_sample,OP-P0-002-10,20260713
DT-WO-01258-OP-005,DT-WO-01258,5,M-03,60,2026-07-31T08:09:00+00:00,2026-07-31T09:09:00+00:00,synthetic_digital_twin_from_p0_sample,OP-P0-002-20,20260713
DT-WO-01258-OP-006,DT-WO-01258,6,M-04,90,2026-07-31T08:12:00+00:00,2026-07-31T09:42:00+00:00,synthetic_digital_twin_from_p0_sample,OP-P0-003-10,20260713
DT-WO-01258-OP-007,DT-WO-01258,7,M-04,90,2026-07-31T08:15:00+00:00,2026-07-31T09:45:00+00:00,synthetic_digital_twin_from_p0_sample,OP-P0-SYNTHETIC-EXT-01,20260713
DT-WO-01259-OP-001,DT-WO-01259,1,M-01,30,2026-07-31T08:18:00+00:00,2026-07-31T08:48:00+00:00,synthetic_digital_twin_from_p0_sample,OP-P0-001-10,20260713
DT-WO-01259-OP-002,DT-WO-01259,2,M-03,60,2026-07-31T08:21:00+00:00,2026-07-31T09:21:00+00:00,synthetic_digital_twin_from_p0_sample,OP-P0-001-20,20260713
DT-WO-01259-OP-003,DT-WO-01259,3,M-06,20,2026-07-31T08:24:00+00:00,2026-07-31T08:44:00+00:00,synthetic_digital_twin_from_p0_sample,OP-P0-001-30,20260713
DT-WO-01259-OP-004,DT-WO-01259,4,M-01,25,2026-07-31T08:27:00+00:00,2026-07-31T08:52:00+00:00,synthetic_digital_twin_from_p0_sample,OP-P0-002-10,20260713
DT-WO-01259-OP-005,DT-WO-01259,5,M-03,60,2026-07-31T08:30:00+00:00,2026-07-31T09:30:00+00:00,synthetic_digital_twin_from_p0_sample,OP-P0-002-20,20260713
DT-WO-01259-OP-006,DT-WO-01259,6,M-04,90,2026-07-31T08:33:00+00:00,2026-07-31T10:03:00+00:00,synthetic_digital_twin_from_p0_sample,OP-P0-003-10,20260713
DT-WO-01259-OP-007,DT-WO-01259,7,M-04,90,2026-07-31T08:36:00+00:00,2026-07-31T10:06:00+00:00,synthetic_digital_twin_from_p0_sample,OP-P0-SYNTHETIC-EXT-01,20260713
DT-WO-01260-OP-001,DT-WO-01260,1,M-01,30,2026-07-31T08:39:00+00:00,2026-07-31T09:09:00+00:00,synthetic_digital_twin_from_p0_sample,OP-P0-001-10,20260713
DT-WO-01260-OP-002,DT-WO-01260,2,M-03,60,2026-07-31T08:42:00+00:00,2026-07-31T09:42:00+00:00,synthetic_digital_twin_from_p0_sample,OP-P0-001-20,20260713
DT-WO-01260-OP-003,DT-WO-01260,3,M-06,20,2026-07-31T08:45:00+00:00,2026-07-31T09:05:00+00:00,synthetic_digital_twin_from_p0_sample,OP-P0-001-30,20260713
DT-WO-01260-OP-004,DT-WO-01260,4,M-01,25,2026-07-31T08:48:00+00:00,2026-07-31T09:13:00+00:00,synthetic_digital_twin_from_p0_sample,OP-P0-002-10,20260713
DT-WO-01260-OP-005,DT-WO-01260,5,M-03,60,2026-07-31T08:51:00+00:00,2026-07-31T09:51:00+00:00,synthetic_digital_twin_from_p0_sample,OP-P0-002-20,20260713
DT-WO-01260-OP-006,DT-WO-01260,6,M-04,90,2026-07-31T08:54:00+00:00,2026-07-31T10:24:00+00:00,synthetic_digital_twin_from_p0_sample,OP-P0-003-10,20260713
DT-WO-01260-OP-007,DT-WO-01260,7,M-04,90,2026-07-31T08:57:00+00:00,2026-07-31T10:27:00+00:00,synthetic_digital_twin_from_p0_sample,OP-P0-SYNTHETIC-EXT-01,20260713
DT-WO-01261-OP-001,DT-WO-01261,1,M-01,30,2026-07-31T09:00:00+00:00,2026-07-31T09:30:00+00:00,synthetic_digital_twin_from_p0_sample,OP-P0-001-10,20260713
DT-WO-01261-OP-002,DT-WO-01261,2,M-03,60,2026-07-31T09:03:00+00:00,2026-07-31T10:03:00+00:00,synthetic_digital_twin_from_p0_sample,OP-P0-001-20,20260713
DT-WO-01261-OP-003,DT-WO-01261,3,M-06,20,2026-07-31T09:06:00+00:00,2026-07-31T09:26:00+00:00,synthetic_digital_twin_from_p0_sample,OP-P0-001-30,20260713
DT-WO-01261-OP-004,DT-WO-01261,4,M-01,25,2026-07-31T09:09:00+00:00,2026-07-31T09:34:00+00:00,synthetic_digital_twin_from_p0_sample,OP-P0-002-10,20260713
DT-WO-01261-OP-005,DT-WO-01261,5,M-03,60,2026-07-31T09:12:00+00:00,2026-07-31T10:12:00+00:00,synthetic_digital_twin_from_p0_sample,OP-P0-002-20,20260713
DT-WO-01261-OP-006,DT-WO-01261,6,M-04,90,2026-07-31T09:15:00+00:00,2026-07-31T10:45:00+00:00,synthetic_digital_twin_from_p0_sample,OP-P0-003-10,20260713
DT-WO-01261-OP-007,DT-WO-01261,7,M-04,90,2026-07-31T09:18:00+00:00,2026-07-31T10:48:00+00:00,synthetic_digital_twin_from_p0_sample,OP-P0-SYNTHETIC-EXT-01,20260713
DT-WO-01262-OP-001,DT-WO-01262,1,M-01,30,2026-07-31T09:21:00+00:00,2026-07-31T09:51:00+00:00,synthetic_digital_twin_from_p0_sample,OP-P0-001-10,20260713
DT-WO-01262-OP-002,DT-WO-01262,2,M-03,60,2026-07-31T09:24:00+00:00,2026-07-31T10:24:00+00:00,synthetic_digital_twin_from_p0_sample,OP-P0-001-20,20260713
DT-WO-01262-OP-003,DT-WO-01262,3,M-06,20,2026-07-31T09:27:00+00:00,2026-07-31T09:47:00+00:00,synthetic_digital_twin_from_p0_sample,OP-P0-001-30,20260713
DT-WO-01262-OP-004,DT-WO-01262,4,M-01,25,2026-07-31T09:30:00+00:00,2026-07-31T09:55:00+00:00,synthetic_digital_twin_from_p0_sample,OP-P0-002-10,20260713
DT-WO-01262-OP-005,DT-WO-01262,5,M-03,60,2026-07-31T09:33:00+00:00,2026-07-31T10:33:00+00:00,synthetic_digital_twin_from_p0_sample,OP-P0-002-20,20260713
DT-WO-01262-OP-006,DT-WO-01262,6,M-04,90,2026-07-31T09:36:00+00:00,2026-07-31T11:06:00+00:00,synthetic_digital_twin_from_p0_sample,OP-P0-003-10,20260713
DT-WO-01262-OP-007,DT-WO-01262,7,M-04,90,2026-07-31T09:39:00+00:00,2026-07-31T11:09:00+00:00,synthetic_digital_twin_from_p0_sample,OP-P0-SYNTHETIC-EXT-01,20260713
DT-WO-01263-OP-001,DT-WO-01263,1,M-01,30,2026-07-31T09:42:00+00:00,2026-07-31T10:12:00+00:00,synthetic_digital_twin_from_p0_sample,OP-P0-001-10,20260713
DT-WO-01263-OP-002,DT-WO-01263,2,M-03,60,2026-07-31T09:45:00+00:00,2026-07-31T10:45:00+00:00,synthetic_digital_twin_from_p0_sample,OP-P0-001-20,20260713
DT-WO-01263-OP-003,DT-WO-01263,3,M-06,20,2026-07-31T09:48:00+00:00,2026-07-31T10:08:00+00:00,synthetic_digital_twin_from_p0_sample,OP-P0-001-30,20260713
DT-WO-01263-OP-004,DT-WO-01263,4,M-01,25,2026-07-31T09:51:00+00:00,2026-07-31T10:16:00+00:00,synthetic_digital_twin_from_p0_sample,OP-P0-002-10,20260713
DT-WO-01263-OP-005,DT-WO-01263,5,M-03,60,2026-07-31T09:54:00+00:00,2026-07-31T10:54:00+00:00,synthetic_digital_twin_from_p0_sample,OP-P0-002-20,20260713
DT-WO-01263-OP-006,DT-WO-01263,6,M-04,90,2026-07-31T09:57:00+00:00,2026-07-31T11:27:00+00:00,synthetic_digital_twin_from_p0_sample,OP-P0-003-10,20260713
DT-WO-01263-OP-007,DT-WO-01263,7,M-04,90,2026-07-31T10:00:00+00:00,2026-07-31T11:30:00+00:00,synthetic_digital_twin_from_p0_sample,OP-P0-SYNTHETIC-EXT-01,20260713
DT-WO-01264-OP-001,DT-WO-01264,1,M-01,30,2026-07-31T10:03:00+00:00,2026-07-31T10:33:00+00:00,synthetic_digital_twin_from_p0_sample,OP-P0-001-10,20260713
DT-WO-01264-OP-002,DT-WO-01264,2,M-03,60,2026-07-31T10:06:00+00:00,2026-07-31T11:06:00+00:00,synthetic_digital_twin_from_p0_sample,OP-P0-001-20,20260713
DT-WO-01264-OP-003,DT-WO-01264,3,M-06,20,2026-07-31T10:09:00+00:00,2026-07-31T10:29:00+00:00,synthetic_digital_twin_from_p0_sample,OP-P0-001-30,20260713
DT-WO-01264-OP-004,DT-WO-01264,4,M-01,25,2026-07-31T10:12:00+00:00,2026-07-31T10:37:00+00:00,synthetic_digital_twin_from_p0_sample,OP-P0-002-10,20260713
DT-WO-01264-OP-005,DT-WO-01264,5,M-03,60,2026-07-31T10:15:00+00:00,2026-07-31T11:15:00+00:00,synthetic_digital_twin_from_p0_sample,OP-P0-002-20,20260713
DT-WO-01264-OP-006,DT-WO-01264,6,M-04,90,2026-07-31T10:18:00+00:00,2026-07-31T11:48:00+00:00,synthetic_digital_twin_from_p0_sample,OP-P0-003-10,20260713
DT-WO-01264-OP-007,DT-WO-01264,7,M-04,90,2026-07-31T10:21:00+00:00,2026-07-31T11:51:00+00:00,synthetic_digital_twin_from_p0_sample,OP-P0-SYNTHETIC-EXT-01,20260713
DT-WO-01265-OP-001,DT-WO-01265,1,M-01,30,2026-07-31T10:24:00+00:00,2026-07-31T10:54:00+00:00,synthetic_digital_twin_from_p0_sample,OP-P0-001-10,20260713
DT-WO-01265-OP-002,DT-WO-01265,2,M-03,60,2026-07-31T10:27:00+00:00,2026-07-31T11:27:00+00:00,synthetic_digital_twin_from_p0_sample,OP-P0-001-20,20260713
DT-WO-01265-OP-003,DT-WO-01265,3,M-06,20,2026-07-31T10:30:00+00:00,2026-07-31T10:50:00+00:00,synthetic_digital_twin_from_p0_sample,OP-P0-001-30,20260713
DT-WO-01265-OP-004,DT-WO-01265,4,M-01,25,2026-07-31T10:33:00+00:00,2026-07-31T10:58:00+00:00,synthetic_digital_twin_from_p0_sample,OP-P0-002-10,20260713
DT-WO-01265-OP-005,DT-WO-01265,5,M-03,60,2026-07-31T10:36:00+00:00,2026-07-31T11:36:00+00:00,synthetic_digital_twin_from_p0_sample,OP-P0-002-20,20260713
DT-WO-01265-OP-006,DT-WO-01265,6,M-04,90,2026-07-31T10:39:00+00:00,2026-07-31T12:09:00+00:00,synthetic_digital_twin_from_p0_sample,OP-P0-003-10,20260713
DT-WO-01265-OP-007,DT-WO-01265,7,M-04,90,2026-07-31T10:42:00+00:00,2026-07-31T12:12:00+00:00,synthetic_digital_twin_from_p0_sample,OP-P0-SYNTHETIC-EXT-01,20260713
DT-WO-01266-OP-001,DT-WO-01266,1,M-01,30,2026-07-31T10:45:00+00:00,2026-07-31T11:15:00+00:00,synthetic_digital_twin_from_p0_sample,OP-P0-001-10,20260713
DT-WO-01266-OP-002,DT-WO-01266,2,M-03,60,2026-07-31T10:48:00+00:00,2026-07-31T11:48:00+00:00,synthetic_digital_twin_from_p0_sample,OP-P0-001-20,20260713
DT-WO-01266-OP-003,DT-WO-01266,3,M-06,20,2026-07-31T10:51:00+00:00,2026-07-31T11:11:00+00:00,synthetic_digital_twin_from_p0_sample,OP-P0-001-30,20260713
DT-WO-01266-OP-004,DT-WO-01266,4,M-01,25,2026-07-31T10:54:00+00:00,2026-07-31T11:19:00+00:00,synthetic_digital_twin_from_p0_sample,OP-P0-002-10,20260713
DT-WO-01266-OP-005,DT-WO-01266,5,M-03,60,2026-07-31T10:57:00+00:00,2026-07-31T11:57:00+00:00,synthetic_digital_twin_from_p0_sample,OP-P0-002-20,20260713
DT-WO-01266-OP-006,DT-WO-01266,6,M-04,90,2026-07-31T11:00:00+00:00,2026-07-31T12:30:00+00:00,synthetic_digital_twin_from_p0_sample,OP-P0-003-10,20260713
DT-WO-01266-OP-007,DT-WO-01266,7,M-04,90,2026-07-31T11:03:00+00:00,2026-07-31T12:33:00+00:00,synthetic_digital_twin_from_p0_sample,OP-P0-SYNTHETIC-EXT-01,20260713
DT-WO-01267-OP-001,DT-WO-01267,1,M-01,30,2026-07-31T11:06:00+00:00,2026-07-31T11:36:00+00:00,synthetic_digital_twin_from_p0_sample,OP-P0-001-10,20260713
DT-WO-01267-OP-002,DT-WO-01267,2,M-03,60,2026-07-31T11:09:00+00:00,2026-07-31T12:09:00+00:00,synthetic_digital_twin_from_p0_sample,OP-P0-001-20,20260713
DT-WO-01267-OP-003,DT-WO-01267,3,M-06,20,2026-07-31T11:12:00+00:00,2026-07-31T11:32:00+00:00,synthetic_digital_twin_from_p0_sample,OP-P0-001-30,20260713
DT-WO-01267-OP-004,DT-WO-01267,4,M-01,25,2026-07-31T11:15:00+00:00,2026-07-31T11:40:00+00:00,synthetic_digital_twin_from_p0_sample,OP-P0-002-10,20260713
DT-WO-01267-OP-005,DT-WO-01267,5,M-03,60,2026-07-31T11:18:00+00:00,2026-07-31T12:18:00+00:00,synthetic_digital_twin_from_p0_sample,OP-P0-002-20,20260713
DT-WO-01267-OP-006,DT-WO-01267,6,M-04,90,2026-07-31T11:21:00+00:00,2026-07-31T12:51:00+00:00,synthetic_digital_twin_from_p0_sample,OP-P0-003-10,20260713
DT-WO-01267-OP-007,DT-WO-01267,7,M-04,90,2026-07-31T11:24:00+00:00,2026-07-31T12:54:00+00:00,synthetic_digital_twin_from_p0_sample,OP-P0-SYNTHETIC-EXT-01,20260713
DT-WO-01268-OP-001,DT-WO-01268,1,M-01,30,2026-07-31T11:27:00+00:00,2026-07-31T11:57:00+00:00,synthetic_digital_twin_from_p0_sample,OP-P0-001-10,20260713
DT-WO-01268-OP-002,DT-WO-01268,2,M-03,60,2026-07-31T11:30:00+00:00,2026-07-31T12:30:00+00:00,synthetic_digital_twin_from_p0_sample,OP-P0-001-20,20260713
DT-WO-01268-OP-003,DT-WO-01268,3,M-06,20,2026-07-31T11:33:00+00:00,2026-07-31T11:53:00+00:00,synthetic_digital_twin_from_p0_sample,OP-P0-001-30,20260713
